,Pick,Team,Name,College,Seasons,Games,Minutes Played,Points,Total Rebounds,Assists,FG%,3P%,FT%,MPG,PPG,TRPG,APG,Win Share,Win Share/48,Box +/-,VORP
56,3,MIN,Christian Laettner\laettch01,Duke University,13,868,25760,11121,5806,2224,.480,.261,.820,29.7,12.8,6.7,2.6,64.9,.121,1.6,23.2
57,4,DAL,Jim Jackson\jacksji01,Ohio State University,14,885,29067,12690,4152,2851,.428,.365,.825,32.8,14.3,4.7,3.2,35.8,.059,-0.7,9.6
58,5,DEN,LaPhonso Ellis\ellisla01,University of Notre Dame,11,624,17616,7410,4032,981,.452,.302,.730,28.2,11.9,6.5,1.6,32.8,.089,-0.4,7.1
59,6,WSB,Tom Gugliotta\guglito01,North Carolina State University,13,763,23556,9895,5589,2140,.451,.284,.757,30.9,13.0,7.3,2.8,40.2,.082,1.1,18.7
60,7,SAC,Walt Williams\williwa02,University of Maryland,11,708,18818,8385,2794,1637,.425,.379,.743,26.6,11.8,3.9,2.3,33.9,.087,0.6,12.4
61,8,MIL,Todd Day\dayto01,University of Arkansas,8,483,12214,5917,1649,713,.406,.345,.739,25.3,12.3,3.4,1.5,17.5,.069,-1.1,2.8
62,9,PHI,Clarence Weatherspoon\weathcl01,University of Southern Mississippi,13,915,27736,10483,6846,1346,.471,.196,.743,30.3,11.5,7.5,1.5,58.4,.101,-0.1,13.4
63,10,ATL,Adam Keefe\keefead01,Stanford University,9,617,10334,3107,2556,427,.502,.071,.714,16.7,5.0,4.1,0.7,24.9,.116,-0.1,4.9
64,11,HOU,Robert Horry\horryro01,University of Alabama,16,1107,27069,7715,5269,2343,.425,.341,.726,24.5,7.0,4.8,2.1,66.3,.118,2.7,32.0
65,12,MIA,Harold Miner\minerha01,University of Southern California,4,200,3748,1801,432,245,.460,.311,.785,18.7,9.0,2.2,1.2,4.2,.053,-4.1,-2.0
66,13,DEN,Bryant Stith\stithbr01,University of Virginia,10,586,16417,5946,1983,1178,.424,.329,.841,28.0,10.1,3.4,2.0,29.5,.086,-0.6,5.8
67,14,IND,Malik Sealy\sealyma01,St. John's University,8,493,11720,4955,1585,816,.426,.292,.809,23.8,10.1,3.2,1.7,17.1,.070,-1.4,1.7
68,15,LAL,Anthony Peeler\peelean01,University of Missouri,13,827,20464,8017,2136,1956,.427,.384,.799,24.7,9.7,2.6,2.4,30.7,.072,-0.8,6.1
69,16,LAC,Randy Woods\woodsra01,La Salle University,4,151,1093,356,93,257,.340,.305,.683,7.2,2.4,0.6,1.7,0.6,.026,-3.4,-0.4
70,17,SEA,Doug Christie\chrisdo01,Pepperdine University,15,827,26079,9301,3382,2992,.426,.354,.821,31.5,11.2,4.1,3.6,55.7,.102,1.9,25.4
71,18,SAS,Tracy Murray\murratr01,University of California Los Angeles,12,659,12103,5943,1649,508,.430,.388,.829,18.4,9.0,2.5,0.8,24.1,.096,-1.6,1.4
72,19,DET,Don MacLean\macledo01,University of California Los Angeles,9,319,6679,3490,1210,404,.455,.284,.765,20.9,10.9,3.8,1.3,9.4,.067,-3.7,-2.9
73,20,NYK,Hubert Davis\davishu01,University of North Carolina,12,685,15143,5583,1045,1172,.458,.441,.837,22.1,8.2,1.5,1.7,27.7,.088,-1.8,0.7
74,21,BOS,Jon Barry\barryjo01,Georgia Institute of Technology,14,821,13880,4715,1513,1784,.434,.392,.848,16.9,5.7,1.8,2.2,37.2,.129,0.8,9.8
75,22,PHO,Oliver Miller\milleol01,University of Arkansas,9,493,11338,3625,2893,1061,.534,.116,.639,23.0,7.4,5.9,2.2,21.1,.089,1.8,10.9
76,23,MIL,Lee Mayberry\maybele01,University of Arkansas,7,496,10337,2546,642,1767,.415,.377,.659,20.8,5.1,1.3,3.6,7.9,.036,-4.5,-6.6
77,24,GSW,Latrell Sprewell\sprewla01,University of Alabama,13,913,35270,16712,3724,3664,.425,.337,.804,38.6,18.3,4.1,4.0,56.3,.077,0.4,21.7
78,25,LAC,Elmore Spencer\spencel01,University of Nevada Las Vegas,5,157,2641,923,555,109,.516,.000,.580,16.8,5.9,3.5,0.7,0.0,.001,-4.1,-1.4
79,26,POR,Dave Johnson\johnsda01,Syracuse University,2,59,475,204,64,17,.365,.200,.663,8.1,3.5,1.1,0.3,-0.3,-.032,-9.3,-0.9
80,27,CHI,Byron Houston\houstby01,Oklahoma State University,4,214,2674,835,648,114,.456,.256,.676,12.5,3.9,3.0,0.5,3.9,.069,-2.4,-0.3
81,28,MIN,Marlon Maxey\maxeyma01,University of Texas at El Paso,2,98,1146,479,363,22,.542,.000,.685,11.7,4.9,3.7,0.2,2.6,.109,-3.8,-0.5
82,29,NJN,P.J. Brown\brownpj01,Louisiana Tech University,15,1089,33823,9870,8409,1661,.460,.136,.794,31.1,9.1,7.7,1.5,89.8,.128,1.4,28.6
83,30,DAL,Sean Rooks\rooksse01,University of Arizona,12,749,13560,4676,2877,631,.459,.091,.699,18.1,6.2,3.8,0.8,16.2,.057,-2.8,-2.7
84,31,POR,Reggie Smith\smithre01,Texas Christian University,2,66,384,99,120,5,.394,.000,.404,5.8,1.5,1.8,0.1,0.4,.051,-5.6,-0.3
85,32,WSB,Brent Price\pricebr01,University of Oklahoma,9,418,7007,2481,684,1236,.426,.387,.824,16.8,5.9,1.6,3.0,12.0,.082,-1.1,1.6
86,33,CHI,Corey Williams\willico01,Oklahoma State University,2,39,288,92,37,29,.367,.250,.826,7.4,2.4,0.9,0.7,0.2,.037,-5.6,-0.3
87,34,MIN,Chris Smith\smithch03,University of Connecticut,3,224,3956,1140,291,627,.435,.366,.713,17.7,5.1,1.3,2.8,3.2,.039,-4.5,-2.5
88,35,CHH,Tony Bennett\benneto01,University of Wisconsin-Green Bay,3,152,1886,538,155,303,.412,.335,.732,12.4,3.5,1.0,2.0,1.6,.041,-3.9,-0.9
89,36,LAL,Duane Cooper\coopedu01,University of Southern California,2,88,781,204,59,178,.402,.216,.720,8.9,2.3,0.7,2.0,-0.5,-.032,-8.6,-1.3
90,37,MIA,Isaiah Morris\morriis01,University of Arkansas,1,25,102,55,12,4,.456,,.750,4.1,2.2,0.5,0.2,0.0,-.022,-7.9,-0.2
91,38,ATL,Elmer Bennett\benneel01,University of Notre Dame,3,21,159,48,10,22,.340,.273,.722,7.6,2.3,0.5,1.0,-0.3,-.095,-8.1,-0.2
92,39,CHI,Litterial Green\greenli01,University of Georgia,5,148,1189,423,75,182,.420,.077,.665,8.0,2.9,0.5,1.2,1.6,.066,-4.8,-0.8
93,40,NJN,Steve Rogers,Alabama State University,,,,,,,,,,,,,,,,,
94,41,HOU,Popeye Jones\jonespo01,Murray State University,11,535,12579,3726,3981,696,.447,.281,.751,23.5,7.0,7.4,1.3,22.0,.084,-1.1,2.8
95,42,MIA,Matt Geiger\geigema01,Georgia Institute of Technology,10,552,12221,5059,3158,388,.499,.232,.728,22.1,9.2,5.7,0.7,28.4,.112,-1.5,1.6
96,43,GSW,Sasha Danilovic\danilsa01,,2,75,2331,957,182,149,.439,.379,.789,31.1,12.8,2.4,2.0,4.2,.087,-0.8,0.7
97,44,SAS,Henry Williams,University of North Carolina at Charlotte,,,,,,,,,,,,,,,,,
98,45,SEA,Chris King\kingch01,Wake Forest University,3,103,2058,693,311,116,.423,.383,.633,20.0,6.7,3.0,1.1,1.0,.023,-2.7,-0.4
99,46,DEN,Robert Werdann\werdaro01,St. John's University,3,47,273,101,81,9,.378,.000,.574,5.8,2.1,1.7,0.2,0.1,.026,-6.0,-0.3
100,47,BOS,Darren Morningstar\mornida01,University of Pittsburgh,1,23,367,96,81,15,.476,,.600,16.0,4.2,3.5,0.7,0.4,.048,-3.7,-0.2
101,48,PHO,Brian Davis\davisbr02,Duke University,1,68,374,131,55,22,.317,.333,.735,5.5,1.9,0.8,0.3,0.0,.000,-6.5,-0.4
102,49,PHO,Ron Ellis,Louisiana Tech University,,,,,,,,,,,,,,,,,
103,50,GSW,Matt Fish\fishma01,University of North Carolina at Wilmington,3,50,512,177,110,25,.500,.000,.625,10.2,3.5,2.2,0.5,0.6,.058,-3.1,-0.1
104,51,MIN,Tim Burroughs,Jacksonville University,,,,,,,,,,,,,,,,,
105,52,CHI,Matt Steigenga\steigma01,Michigan State University,1,2,12,3,3,2,.250,.000,.500,6.0,1.5,1.5,1.0,0.0,-.126,-4.0,0.0
106,53,HOU,Curtis Blair,University of Richmond,,,,,,,,,,,,,,,,,
107,54,SAC,Brett Roberts,Morehead State University,,,,,,,,,,,,,,,,,
108,1,ORL,Chris Webber\webbech01,University of Michigan,15,831,30847,17182,8124,3526,.479,.299,.649,37.1,20.7,9.8,4.2,84.7,.132,3.9,45.9
109,2,PHI,Shawn Bradley\bradlsh01,Brigham Young University,12,832,19531,6752,5268,573,.457,.103,.716,23.5,8.1,6.3,0.7,40.7,.100,0.5,12.3
110,3,GSW,Anfernee Hardaway\hardaan01,University of Memphis,14,704,23711,10684,3146,3525,.458,.316,.774,33.7,15.2,4.5,5.0,61.9,.125,2.6,27.2
111,4,DAL,Jamal Mashburn\mashbja01,University of Kentucky,11,611,22762,11644,3271,2414,.418,.345,.766,37.3,19.1,5.4,4.0,43.7,.092,0.2,12.9
112,5,MIN,Isaiah Rider\rideris01,University of Nevada Las Vegas,9,563,17851,9405,2166,1535,.443,.352,.812,31.7,16.7,3.8,2.7,22.8,.061,-1.2,3.6
113,6,WSB,Calbert Cheaney\cheanca01,Indiana University,13,825,22007,7826,2610,1398,.466,.298,.691,26.7,9.5,3.2,1.7,23.1,.050,-2.1,-0.7
114,7,SAC,Bobby Hurley\hurlebo01,Duke University,5,269,4170,1032,283,880,.353,.272,.769,15.5,3.8,1.1,3.3,-1.2,-.014,-7.5,-5.8
115,8,MIL,Vin Baker\bakervi01,University of Hartford,13,791,25737,11839,5867,1509,.485,.215,.638,32.5,15.0,7.4,1.9,47.0,.088,-0.4,10.4
116,9,DEN,Rodney Rogers\rogerro01,Wake Forest University,12,866,21873,9468,3881,1722,.451,.347,.690,25.3,10.9,4.5,2.0,38.8,.085,0.5,13.8
117,10,DET,Lindsey Hunter\hunteli01,Jackson State University,17,937,23253,7956,2021,2506,.388,.360,.746,24.8,8.5,2.2,2.7,32.9,.068,-0.4,9.5
118,11,DET,Allan Houston\houstal01,University of Tennessee,12,839,28311,14551,2434,1990,.444,.402,.863,33.7,17.3,2.9,2.4,55.3,.094,-0.6,9.9
119,12,LAL,George Lynch\lynchge01,University of North Carolina,12,774,17683,5109,3902,1121,.446,.306,.652,22.8,6.6,5.0,1.4,32.3,.088,0.6,11.5
120,13,LAC,Terry Dehere\deherte01,Seton Hall University,6,402,7305,3235,588,1034,.411,.378,.779,18.2,8.0,1.5,2.6,7.3,.048,-3.4,-2.6
121,14,IND,Scott Haskin\haskisc01,Oregon State University,1,27,186,55,55,6,.467,,.684,6.9,2.0,2.0,0.2,0.3,.087,-2.9,0.0
122,15,ATL,Doug Edwards\edwardo01,Florida State University,3,85,838,203,153,60,.378,.000,.709,9.9,2.4,1.8,0.7,0.2,.013,-4.6,-0.6
123,16,NJN,Rex Walters\waltere01,University of Kansas,7,335,4602,1547,403,569,.441,.361,.809,13.7,4.6,1.2,1.7,6.3,.066,-3.3,-1.5
124,17,CHH,Greg Graham\grahagr01,Indiana University,5,207,2530,938,219,201,.407,.290,.775,12.2,4.5,1.1,1.0,1.3,.025,-4.4,-1.6
125,18,UTA,Luther Wright\wrighlu01,Seton Hall University,1,15,92,19,10,0,.348,.000,.750,6.1,1.3,0.7,0.0,-0.1,-.064,-10.1,-0.2
126,19,BOS,Acie Earl\earlac01,University of Iowa,4,193,2512,980,517,61,.403,.000,.667,13.0,5.1,2.7,0.3,0.3,.005,-6.9,-3.1
127,20,CHH,Scott Burrell\burresc01,University of Connecticut,8,383,7592,2647,1332,527,.418,.373,.723,19.8,6.9,3.5,1.4,16.4,.104,1.2,6.1
128,21,POR,James Robinson\robinja02,University of Alabama,7,381,6935,2882,660,715,.394,.348,.666,18.2,7.6,1.7,1.9,5.8,.040,-2.7,-1.2
129,22,CLE,Chris Mills\millsch01,University of Arizona,10,568,17282,6357,2808,1063,.432,.351,.817,30.4,11.2,4.9,1.9,37.7,.105,0.0,8.8
130,23,SEA,Ervin Johnson\johnser02,University of New Orleans,13,845,16989,3473,5148,387,.505,.200,.605,20.1,4.1,6.1,0.5,37.8,.107,0.0,8.7
131,24,HOU,Sam Cassell\cassesa01,Florida State University,15,993,29812,15635,3221,5939,.454,.331,.861,30.0,15.7,3.2,6.0,87.5,.141,1.4,25.4
132,25,CHI,Corie Blount\blounco01,University of Cincinnati,11,644,9925,2287,2690,460,.471,.115,.587,15.4,3.6,4.2,0.7,18.2,.088,-1.0,2.4
133,26,ORL,Geert Hammink\hammige01,Louisiana State University,3,8,27,14,7,2,.400,,.667,3.4,1.8,0.9,0.3,0.1,.089,-8.4,0.0
134,27,PHO,Malcolm Mackey\mackema01,Georgia Institute of Technology,1,22,69,32,24,1,.378,.000,.500,3.1,1.5,1.1,0.0,0.1,.036,-10.7,-0.2
135,28,DAL,Lucious Harris\harrilu01,California State University Long Beach,12,800,15701,5784,1864,1130,.426,.348,.790,19.6,7.2,2.3,1.4,28.7,.088,-1.9,0.5
136,29,MIN,Sherron Mills,Virginia Commonwealth University,,,,,,,,,,,,,,,,,
137,30,WSB,Gheorghe Muresan\muresgh01,,6,307,6729,3020,1957,150,.573,.000,.644,21.9,9.8,6.4,0.5,19.0,.136,-0.5,2.5
138,31,SAC,Evers Burns\burnsev01,University of Maryland,1,23,143,56,30,9,.400,,.522,6.2,2.4,1.3,0.4,0.1,.020,-4.8,-0.1
139,32,PHI,Alphonso Ford\fordal01,Mississippi Valley State University,2,11,114,35,20,10,.308,.100,.500,10.4,3.2,1.8,0.9,-0.4,-.153,-9.9,-0.2
140,33,DAL,Eric Riley\rileyer01,University of Michigan,5,186,1844,574,479,60,.456,.000,.704,9.9,3.1,2.6,0.3,2.5,.066,-3.0,-0.5
141,34,GSW,Darnell Mee\meeda01,Western Kentucky University,2,40,293,76,36,18,.312,.222,.444,7.3,1.9,0.9,0.5,-0.1,-.020,-3.6,-0.1
142,35,MIA,Ed Stokes\stokeed01,University of Arizona,1,4,17,3,4,1,.333,,.500,4.3,0.8,1.0,0.3,0.0,-.077,-5.4,0.0
143,36,NJN,John Best,Tennessee Technological University,,,,,,,,,,,,,,,,,
144,37,LAL,Nick Van Exel\vanexni01,University of Cincinnati,13,880,28969,12658,2545,5777,.405,.357,.794,32.9,14.4,2.9,6.6,55.9,.093,-0.4,11.4
145,38,WSB,Conrad McRae,Syracuse University,,,,,,,,,,,,,,,,,
146,39,IND,Thomas Hill,Duke University,,,,,,,,,,,,,,,,,
147,40,ATL,Rich Manning\manniri01,University of Washington,2,55,512,182,94,10,.415,.400,.643,9.3,3.3,1.7,0.2,-0.3,-.028,-10.0,-1.0
148,41,CHI,Anthony Reed,Tulane University,,,,,,,,,,,,,,,,,
149,42,SEA,Adonis Jordan\jordaad01,University of Kansas,2,10,97,21,6,22,.296,.250,.500,9.7,2.1,0.6,2.2,0.0,-.015,-7.7,-0.1
150,43,DEN,Josh Grant\grantjo01,University of Utah,1,53,382,157,89,24,.404,.279,.759,7.2,3.0,1.7,0.5,0.5,.060,-2.8,-0.1
151,44,SAC,Alex Holcombe,Baylor University,,,,,,,,,,,,,,,,,
152,45,UTA,Bryon Russell\russebr01,California State University Long Beach,13,841,19805,6663,2914,1085,.431,.369,.750,23.5,7.9,3.5,1.3,47.4,.115,1.7,18.5
153,46,HOU,Richard Petruska\petruri01,University of California Los Angeles,1,22,92,53,31,1,.435,.467,.750,4.2,2.4,1.4,0.0,0.0,-.014,-10.8,-0.2
154,47,SAS,Chris Whitney\whitnch01,Clemson University,11,579,10052,3738,815,1613,.395,.361,.875,17.4,6.5,1.4,2.8,21.2,.101,-1.2,2.0
155,48,POR,Kevin Thompson\thompke01,North Carolina State University,1,14,58,13,13,3,.429,.000,.500,4.1,0.9,0.9,0.2,0.0,-.016,-5.6,-0.1
156,49,PHO,Mark Buford,Mississippi Valley State University,,,,,,,,,,,,,,,,,
157,50,HOU,Marcelo Nicola,,,,,,,,,,,,,,,,,,
158,51,IND,Spencer Dunkley,University of Delaware,,,,,,,,,,,,,,,,,
159,52,SAC,Mike Peplowski\peplomi01,Michigan State University,3,68,705,194,176,26,.556,.000,.531,10.4,2.9,2.6,0.4,1.0,.067,-2.9,-0.2
160,53,LAC,Leonard White,Southern University and A&M College,,,,,,,,,,,,,,,,,
161,54,PHO,Byron Wilson,University of Utah,,,,,,,,,,,,,,,,,
162,1,MIL,Glenn Robinson\robingl01,Purdue University,11,688,25346,14234,4189,1879,.459,.340,.820,36.8,20.7,6.1,2.7,39.8,.075,-0.4,10.3
163,2,DAL,Jason Kidd\kiddja01,University of California,19,1391,50111,17529,8725,12091,.400,.349,.785,36.0,12.6,6.3,8.7,138.6,.133,4.2,78.2
164,3,DET,Grant Hill\hillgr01,Duke University,18,1026,34776,17137,6169,4252,.483,.314,.769,33.9,16.7,6.0,4.1,99.9,.138,2.8,42.5
165,4,MIN,Donyell Marshall\marshdo01,University of Connecticut,15,957,25027,10716,6376,1305,.435,.350,.731,26.2,11.2,6.7,1.4,59.0,.113,1.0,19.1
166,5,WSB,Juwan Howard\howarju01,University of Michigan,19,1208,36654,16159,7428,2663,.469,.120,.764,30.3,13.4,6.1,2.2,59.4,.078,-0.9,10.1
167,6,PHI,Sharone Wright\wrighsh01,Clemson University,4,203,4531,1974,1023,118,.456,.083,.618,22.3,9.7,5.0,0.6,1.4,.015,-5.6,-4.1
168,7,LAC,Lamond Murray\murrala01,University of California,11,736,18477,8286,3033,978,.430,.360,.759,25.1,11.3,4.1,1.3,19.8,.052,-1.7,1.4
169,8,SAC,Brian Grant\grantbr01,Xavier University,12,756,21417,7933,5622,923,.490,.214,.746,28.3,10.5,7.4,1.2,54.5,.122,-0.1,10.4
170,9,BOS,Eric Montross\montrer01,University of North Carolina,8,465,8479,2071,2159,207,.490,.000,.478,18.2,4.5,4.6,0.4,8.5,.048,-3.4,-3.0
171,10,LAL,Eddie Jones\jonesed02,Temple University,14,954,32778,14155,3857,2812,.437,.373,.809,34.4,14.8,4.0,2.9,100.6,.147,3.5,45.1
172,11,SEA,Carlos Rogers\rogerca01,Tennessee State University,8,298,5654,2196,1272,182,.536,.258,.562,19.0,7.4,4.3,0.6,11.1,.095,-1.8,0.2
173,12,MIA,Khalid Reeves\reevekh01,University of Arizona,6,277,5837,2167,580,886,.416,.363,.744,21.1,7.8,2.1,3.2,8.4,.069,-1.6,0.6
174,13,DEN,Jalen Rose\roseja01,University of Michigan,13,923,27925,13220,3193,3527,.443,.355,.801,30.3,14.3,3.5,3.8,47.2,.081,-0.3,11.9
175,14,NJN,Yinka Dare\dareyi01,George Washington University,4,110,1002,233,281,4,.396,,.570,9.1,2.1,2.6,0.0,-0.7,-.033,-9.8,-2.0
176,15,IND,Eric Piatkowski\piatker01,University of Nebraska,14,789,14613,5919,1716,778,.434,.399,.839,18.5,7.5,2.2,1.0,31.0,.102,-0.5,5.5
177,16,GSW,Clifford Rozier\roziecl01,University of Louisville,4,173,2984,827,897,98,.496,.182,.465,17.2,4.8,5.2,0.6,3.9,.063,-2.1,-0.1
178,17,POR,Aaron McKie\mckieaa01,Temple University,13,793,19156,5871,2587,2126,.438,.350,.779,24.2,7.4,3.3,2.7,40.0,.100,0.7,12.9
179,18,MIL,Eric Mobley\mobleer01,University of Pittsburgh,3,113,1570,440,351,57,.541,.750,.475,13.9,3.9,3.1,0.5,1.1,.034,-4.0,-0.8
180,19,DAL,Tony Dumas\dumasto01,University of Missouri-Kansas City,4,156,2222,1140,198,186,.404,.327,.608,14.2,7.3,1.3,1.2,1.3,.027,-4.8,-1.6
181,20,PHI,B.J. Tyler\tylerbj01,University of Texas at Austin,1,55,809,195,62,174,.381,.314,.700,14.7,3.5,1.1,3.2,-0.7,-.039,-7.2,-1.1
182,21,CHI,Dickey Simpkins\simpkdi01,Providence College,7,327,5201,1388,1187,305,.440,.222,.618,15.9,4.2,3.6,0.9,4.7,.044,-3.8,-2.3
183,22,SAS,Bill Curley\curlebi01,Boston College,5,147,1614,394,290,60,.444,.222,.743,11.0,2.7,2.0,0.4,1.6,.047,-3.6,-0.6
184,23,PHO,Wesley Person\persowe01,Auburn University,11,733,20727,8192,2402,1234,.457,.418,.778,28.3,11.2,3.3,1.7,44.0,.102,0.6,13.8
185,24,NYK,Monty Williams\willimo01,University of Notre Dame,9,456,7624,2884,1296,544,.481,.111,.665,16.7,6.3,2.8,1.2,11.4,.072,-1.8,0.5
186,25,LAC,Greg Minor\minorgr01,University of Louisville,5,277,5144,1902,741,384,.478,.226,.767,18.6,6.9,2.7,1.4,8.2,.077,-2.2,-0.3
187,26,NYK,Charlie Ward\wardch01,Florida State University,11,630,14080,3947,1648,2539,.408,.364,.771,22.3,6.3,2.6,4.0,33.0,.113,1.8,13.3
188,27,ORL,Brooks Thompson\thompbr01,Oklahoma State University,4,168,1714,760,158,281,.409,.376,.647,10.2,4.5,0.9,1.7,2.0,.057,-1.7,0.1
189,28,DAL,Deon Thomas,University of Illinois at Urbana-Champaign,,,,,,,,,,,,,,,,,
190,29,PHO,Antonio Lang\langan02,Duke University,6,143,1395,329,210,50,.455,.000,.719,9.8,2.3,1.5,0.3,1.7,.057,-2.8,-0.3
191,30,MIN,Howard Eisley\eisleho01,Boston College,12,786,16013,5116,1324,2748,.407,.350,.827,20.4,6.5,1.7,3.5,19.5,.058,-2.2,-1.0
192,31,ORL,Rodney Dent,University of Kentucky,,,,,,,,,,,,,,,,,
193,32,WSB,Jim McIlvaine\mcilvji01,Marquette University,7,401,5927,1072,1243,105,.446,.100,.551,14.8,2.7,3.1,0.3,9.4,.076,-0.1,2.8
194,33,PHI,Derrick Alston\alstode01,Duquesne University,3,139,2657,751,525,94,.489,.143,.487,19.1,5.4,3.8,0.7,2.6,.047,-2.1,-0.1
195,34,ATL,Gaylon Nickerson\nickega01,Northwestern Oklahoma State University,1,4,42,15,5,1,.333,.000,1.000,10.5,3.8,1.3,0.3,0.1,.076,-7.0,-0.1
196,35,SAC,Michael Smith\smithmi02,Providence College,7,449,10552,2527,3193,661,.538,.143,.529,23.5,5.6,7.1,1.5,23.4,.107,1.3,8.7
197,36,BOS,Andrei Fetisov,,,,,,,,,,,,,,,,,,
198,37,SEA,Dontonio Wingfield\wingfdo01,University of Cincinnati,4,114,1146,423,275,76,.389,.309,.721,10.1,3.7,2.4,0.7,1.8,.074,-1.4,0.2
199,38,CHH,Darrin Hancock\hancoda01,University of Kansas,3,133,1395,467,169,89,.530,.333,.579,10.5,3.5,1.3,0.7,1.1,.038,-3.4,-0.5
200,39,GSW,Anthony Miller\millean01,Michigan State University,8,181,1637,510,488,66,.510,.250,.576,9.0,2.8,2.7,0.4,3.8,.110,-2.4,-0.2
201,40,MIA,Jeff Webster\webstje01,University of Oklahoma,1,11,58,18,7,3,.348,.333,,5.3,1.6,0.6,0.3,0.0,-.030,-5.8,-0.1
202,41,IND,William Njoku,,,,,,,,,,,,,,,,,,
203,42,CLE,Gary Collier,University of Tulsa,,,,,,,,,,,,,,,,,
204,43,POR,Shawnelle Scott\scottsh01,St. John's University,4,105,634,189,228,20,.464,,.465,6.0,1.8,2.2,0.2,1.3,.101,-3.1,-0.2
205,44,IND,Damon Bailey,Indiana University,,,,,,,,,,,,,,,,,
206,45,GSW,Dwayne Morton\mortodw01,University of Louisville,1,41,395,167,58,18,.388,.360,.682,9.6,4.1,1.4,0.4,0.2,.025,-5.1,-0.3
207,46,MIL,Voshon Lenard\lenarvo01,University of Minnesota,11,565,15349,6745,1609,1180,.415,.384,.787,27.2,11.9,2.8,2.1,29.6,.093,-0.3,6.7
208,47,UTA,Jamie Watson\watsoja01,University of South Carolina,4,102,1248,323,149,117,.468,.316,.694,12.2,3.2,1.5,1.1,1.2,.045,-1.0,0.3
209,48,DET,Jevon Crudup,University of Missouri,,,,,,,,,,,,,,,,,
210,49,CHI,Kris Bruton,Benedict College,,,,,,,,,,,,,,,,,
211,50,PHO,Charles Claxton\claxtch01,University of Georgia,1,3,7,2,2,0,.500,,.000,2.3,0.7,0.7,0.0,0.0,-.179,-11.1,0.0
212,51,SAC,Lawrence Funderburke\fundela01,Ohio State University,7,318,4726,2031,1142,183,.506,.118,.675,14.9,6.4,3.6,0.6,12.9,.131,-2.2,-0.2
213,52,PHO,Anthony Goldwire\goldwan01,University of Houston,8,266,4951,1667,359,737,.407,.386,.792,18.6,6.3,1.3,2.8,6.4,.062,-3.3,-1.6
214,53,HOU,Albert Burditt,University of Texas at Austin,,,,,,,,,,,,,,,,,
